flight_number,name,date,rocket_id,success,details,crew_count,payload_count,launchpad,upcoming,year,month,day_of_week,rocket_name,success_status,has_crew
129,CRS-22 & IROSA,2021-06-03 17:29:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 22nd ISS resupply mission on behalf of NASA, this mission sends essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. The external payload for this mission is the first pair of ISS Roll Out Solar Arrays. Falcon 9 and Dragon launch from LC-39A, Kennedy Space Center and the booster is expected to land on an ASDS. The mission will be complete with splashdown and recovery of the capsule and down cargo.",0,1,5e9e4502f509094188566f88,False,2021,6,Thursday,Falcon 9,Success,False
130,SXM-8,2021-06-06 04:26:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX launches the second of two next generation satellites for SiriusXM from SLC-40, Cape Canaveral Space Force Station. The spacecraft will be delivered into a sub-synchronous geostationary transfer orbit and will replace XM-4 in geostationary orbit. The booster for this mission will land on an ASDS.",0,1,5e9e4501f509094ba4566f84,False,2021,6,Sunday,Falcon 9,Success,False
131,GPS III SV05,2021-06-17 16:09:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's fourth GPS III launch will use the first stage from the previous GPS mission. This will be the first time a National Security Space Launch has flown on a flight proven booster. Falcon 9 will launch from SLC-40, Cape Canaveral and the booster will land downrange on a drone ship. GPS III is the third generation of the U.S. Space Force's NAVSTAR Global Positioning System satellites, developed by Lockheed Martin. The GPS III constellation will feature a cross-linked command and control architecture, allowing the entire GPS constellation to be updated simultaneously from a single ground station. A new spot beam capability for enhanced military coverage and increased resistance to hostile jamming will be incorporated.",0,1,5e9e4501f509094ba4566f84,False,2021,6,Thursday,Falcon 9,Success,False
132,Transporter-2,2021-06-30 19:31:00+00:00,5e9d0d95eda69973a809d1ec,True,"Falcon 9 launches to sun-synchronous polar orbit from Florida as part of SpaceX's Rideshare program dedicated to smallsat customers. The mission lifts off from SLC-40, Cape Canaveral on a southward azimuth and performs a dogleg maneuver. The booster for this mission is expected to return to LZ-1 based on FCC communications filings. This rideshare takes approximately 90 satellites and hosted payloads into orbit on a variety of deployers including three free-flying spacecraft which dispense their customers' satellites after separation from the SpaceX stack.",0,1,5e9e4501f509094ba4566f84,False,2021,6,Wednesday,Falcon 9,Success,False
133,CRS-23,2021-08-29 07:14:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 23rd ISS resupply mission on behalf of NASA, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. Cargo includes several science experiments. The booster for this mission is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,5e9e4502f509094188566f88,False,2021,8,Sunday,Falcon 9,Success,False
134,Starlink 2-1 (v1.5),2021-09-14 03:55:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2021,9,Tuesday,Falcon 9,Success,False
135,Inspiration4,2021-09-16 00:02:00+00:00,5e9d0d95eda69973a809d1ec,True,"Inspiration4 is the world’s first all-civilian mission to space. The mission will be commanded by Jared Isaacman, the 37-year-old founder and Chief Executive Officer of Shift4 Payments and an accomplished pilot and adventurer. Inspiration4 will leave Earth from Kennedy Space Center’s historic Launch Complex 39A, the embarkation point for Apollo and Space Shuttle missions, and travel across a low earth orbit on a multi-day journey that will continually eclipse more than 90% of the earth’s population. Named in recognition of the four-person crew that will raise awareness and funds for St. Jude Children’s Research Hospital, this milestone represents a new era for human spaceflight and exploration.",4,1,5e9e4502f509094188566f88,False,2021,9,Thursday,Falcon 9,Success,True
136,Crew-3,2021-11-11 02:03:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX will launch the third operational mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Program, carrying four astronauts to the International Space Station, including 1 international partner This mission will fly on a new capsule and a once used booster. The booster will land downrange on a drone ship. The Crew-2 mission returns from the space station in November.",4,1,5e9e4502f509094188566f88,False,2021,11,Thursday,Falcon 9,Success,True
137,Starlink 4-1 (v1.5),2021-11-13 12:40:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2021,11,Saturday,Falcon 9,Success,False
138,DART,2021-11-24 06:20:00+00:00,5e9d0d95eda69973a809d1ec,True,"NASA's Double Asteroid Redirect Test (DART) will demonstrate the use of a kinetic impactor to alter an asteroid's trajectory, an intervention that could be used in the future to prevent devastating Earth impacts. The target system consists of Didymos, 780 meters in diameter, and its moonlet Dimorphos, 160 meters. The DART spacecraft will intercept the double asteroid, using autonomous guidance to crash into the smaller one. Moving at about 6 km/s, the transferred momentum should alter Dimorphos's 12 hour orbital period around its companion by several minutes. The mission tests several technologies, including the Small-body Maneuvering Autonomous Real-Time Navigation (SMART Nav) used to differentiate and steer toward the target body and Roll-Out Solar Arrays (ROSA) with Transformational Solar Array concentrators. NASA’s Evolutionary Xenon Thruster — Commercial (NEXT–C) ion engine will also be demonstrated, although the spacecraft's primary propulsion is hydrazine thrusters. DART should arrive at Didymos in late September 2022, when it is about 11 million kilometers from Earth. Ten days before impact, the Italian Space Agency's cubesat LICIACube will be deployed to observe the collision and ejecta with its two cameras. Earth-based telescopes will be used to measure the altered orbit.",0,1,5e9e4502f509092b78566f87,False,2021,11,Wednesday,Falcon 9,Success,False
139,Starlink 4-3 (v1.5),2021-12-01 23:20:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2021,12,Wednesday,Falcon 9,Success,False
140,IXPE,2021-12-09 06:00:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2021,12,Thursday,Falcon 9,Success,False
141,Starlink 4-4 (v1.5),2021-12-18 12:41:40+00:00,5e9d0d95eda69973a809d1ec,True,The mission consists in launching 52 Starlink v1.5 satellites to Shell number 4 at 53.2°. This is unusual as the mission is launching from Vandenberg as these missions usually launch from the East Coast.,0,1,5e9e4502f509092b78566f87,False,2021,12,Saturday,Falcon 9,Success,False
142,Türksat 5B,2021-12-19 03:58:00+00:00,5e9d0d95eda69973a809d1ec,True,"The Türksat 5B communication satellite, which its construction work continues at Airbus Defense and Space's facilities in Toulouse, France, will soon be sent to the Cape Canaveral Space Launch Station located in Florida, United States. The satellite will be launched into space onboard the Falcon 9 rocket following pre-launch preparations. With an estimated in-orbit lifetime of 30 years and the aim of securing Turkey’s orbital and frequency rights, Türksat 5B will be launched into an orbital slot at 42 degrees East. With 12 kW power, Türksat 5B will provide TV broadcasting and data communication services over a wide coverage area that reaches the entire Middle East, the Persian Gulf, the Red Sea, the Mediterranean, North Africa, East Africa, South Africa and Nigeria. Apart from that, the satellite will also provide customized services for airlines and commercial ship operators around the world thanks to the fact that it operates in Ka-Band.",0,1,5e9e4501f509094ba4566f84,False,2021,12,Sunday,Falcon 9,Success,False
143,CRS-24,2021-12-21 10:06:00+00:00,5e9d0d95eda69973a809d1ec,True,"SpaceX's 24th ISS resupply mission on behalf of NASA, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. Cargo includes several science experiments. The booster for this mission is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,5e9e4502f509094188566f88,False,2021,12,Tuesday,Falcon 9,Success,False
144,Starlink 4-5 (v1.5),2022-01-06 21:49:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,1,Thursday,Falcon 9,Success,False
145,Transporter-3,2022-01-13 15:25:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,1,Thursday,Falcon 9,Success,False
146,Starlink 4-6 (v1.5),2022-01-19 00:04:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,1,Wednesday,Falcon 9,Success,False
147,CSG-2,2022-01-31 23:11:12+00:00,5e9d0d95eda69973a809d1ec,True,"Falcon 9 launches to sun-synchronous polar orbit from Florida as part of CSG-2 Mission. The mission lifts off from SLC-40, Cape Canaveral on a southward azimuth and performs a dogleg maneuver. The booster for this mission is expected to return to LZ-1 based on FCC communications filings",0,1,5e9e4501f509094ba4566f84,False,2022,1,Monday,Falcon 9,Success,False
148,NROL-87,2022-02-02 20:18:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,2,Wednesday,Falcon 9,Success,False
149,Starlink 4-7 (v1.5),2022-02-03 18:13:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,2,Thursday,Falcon 9,Success,False
150,Starlink 4-8 (v1.5),2022-02-21 14:44:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,2,Monday,Falcon 9,Success,False
151,Starlink 4-11 (v1.5),2022-02-25 17:12:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,2,Friday,Falcon 9,Success,False
152,Starlink 4-9 (v1.5),2022-03-03 14:35:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,3,Thursday,Falcon 9,Success,False
153,Starlink 4-10 (v1.5),2022-03-09 13:45:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,3,Wednesday,Falcon 9,Success,False
154,Starlink 4-12 (v1.5),2022-03-19 03:24:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,3,Saturday,Falcon 9,Success,False
155,Transporter-4,2022-04-01 16:24:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,4,Friday,Falcon 9,Success,False
156,Ax-1,2022-04-08 15:17:00+00:00,5e9d0d95eda69973a809d1ec,True,"Axiom Mission 1 (or Ax-1) is a planned SpaceX Crew Dragon mission to the International Space Station (ISS), operated by SpaceX on behalf of Axiom Space. The flight will launch no earlier than 31 March 2022 and send four people to the ISS for an eight-day stay",4,1,5e9e4502f509094188566f88,False,2022,4,Friday,Falcon 9,Success,True
157,NROL-85,2022-04-17 13:13:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,4,Sunday,Falcon 9,Success,False
158,Starlink 4-14 (v1.5),2022-04-21 15:16:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,4,Thursday,Falcon 9,Success,False
159,Crew-4,2022-04-27 07:52:00+00:00,5e9d0d95eda69973a809d1ec,True,,4,1,5e9e4502f509094188566f88,False,2022,4,Wednesday,Falcon 9,Success,True
160,Starlink 4-16 (v1.5),2022-04-29 21:27:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,4,Friday,Falcon 9,Success,False
161,Starlink 4-17 (v1.5),2022-05-06 09:42:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,5,Friday,Falcon 9,Success,False
162,Starlink 4-13 (v1.5),2022-05-13 22:07:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,5,Friday,Falcon 9,Success,False
163,Starlink 4-15 (v1.5),2022-05-14 20:40:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,5,Saturday,Falcon 9,Success,False
164,Starlink 4-18 (v1.5),2022-05-18 10:40:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,5,Wednesday,Falcon 9,Success,False
165,Transporter-5,2022-05-25 18:27:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,5,Wednesday,Falcon 9,Success,False
166,Nilesat-301,2022-06-08 21:04:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,6,Wednesday,Falcon 9,Success,False
167,Starlink 4-19 (v1.5),2022-06-01 17:08:50+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,6,Wednesday,Falcon 9,Success,False
168,SARah 1,2022-06-18 14:19:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,6,Saturday,Falcon 9,Success,False
169,Globalstar FM15,2022-06-19 04:27:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,6,Sunday,Falcon 9,Success,False
170,SES-22,2022-06-29 21:04:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,6,Wednesday,Falcon 9,Success,False
171,Starlink 4-21 (v1.5),2022-07-07 13:11:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,7,Thursday,Falcon 9,Success,False
172,Starlink 3-1 (v1.5),2022-07-11 01:39:00+00:00,5e9d0d95eda69973a809d1ec,,,0,1,5e9e4502f509092b78566f87,False,2022,7,Monday,Falcon 9,Upcoming/Unknown,False
173,CRS-25,2022-07-15 00:44:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,7,Friday,Falcon 9,Success,False
174,Starlink 4-22 (v1.5),2022-07-17 14:50:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,7,Sunday,Falcon 9,Success,False
175,Starlink 3-2 (v1.5),2022-07-21 17:13:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,7,Thursday,Falcon 9,Success,False
176,Starlink 4-25 (v1.5),2022-07-24 00:00:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,7,Sunday,Falcon 9,Success,False
177,KPLO,2022-08-04 23:08:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,8,Thursday,Falcon 9,Success,False
178,Starlink 4-26 (v1.5),2022-08-09 22:57:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,8,Tuesday,Falcon 9,Success,False
179,Starlink 3-3 (v1.5),2022-08-12 21:30:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,8,Friday,Falcon 9,Success,False
180,Starlink 4-27 (v1.5),2022-08-19 19:24:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,8,Friday,Falcon 9,Success,False
181,Starlink 4-23 (v1.5),2022-08-28 02:22:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509094188566f88,False,2022,8,Sunday,Falcon 9,Success,False
182,Starlink 3-4 (v1.5),2022-08-31 05:40:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4502f509092b78566f87,False,2022,8,Wednesday,Falcon 9,Success,False
183,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05 02:09:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,2,5e9e4501f509094ba4566f84,False,2022,9,Monday,Falcon 9,Success,False
184,Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11 01:10:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,2,5e9e4502f509094188566f88,False,2022,9,Sunday,Falcon 9,Success,False
185,Starlink 4-34 (v1.5),2022-09-17 01:05:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,9,Saturday,Falcon 9,Success,False
186,Starlink 4-35 (v1.5),2022-09-24 23:30:00+00:00,5e9d0d95eda69973a809d1ec,True,,0,1,5e9e4501f509094ba4566f84,False,2022,9,Saturday,Falcon 9,Success,False
187,Crew-5,2022-10-05 16:00:00+00:00,5e9d0d95eda69973a809d1ec,True,,4,1,5e9e4502f509094188566f88,False,2022,10,Wednesday,Falcon 9,Success,True
